PanjivaRecordID,hscode_6,LEB_flag,CITES_flag,WWF_HighRisk_flag,IUCN_RedList_flag,Lacey_Act_flag
8082874,440929,0,0,0,0,1
7929271,440929,0,0,0,0,1
7952375,442190,0,0,0,0,1
7988727,440922,0,0,0,0,1
8003959,440922,0,0,0,0,1
7989111,440799,0,0,0,0,1
7998903,442010,0,0,0,0,1
7999095,442010,0,0,0,0,1
8013495,940330,0,0,0,0,1
8022199,441300,0,0,0,0,0
8029495,940340,0,0,0,0,1
8004919,441400,0,0,0,0,1
7929270,440929,0,0,0,0,1
7952374,442190,0,0,0,0,1
8003958,440922,0,0,0,0,1
7989110,440799,0,0,0,0,1
7998902,442010,0,0,0,0,1
7999094,442010,0,0,0,0,1
8013494,940330,0,0,0,0,1
8029494,940340,0,0,0,0,1
8052342,940360,0,0,0,0,1
8203830,440799,0,0,0,0,1
7994924,440929,0,0,0,0,1
8052332,940360,0,0,0,0,1
7935084,440799,0,0,0,0,1
7986988,440929,0,0,0,0,1
7975916,441232,0,0,0,0,1
8003948,440922,0,0,0,0,1
8006316,441900,0,0,0,0,1
8037996,441990,0,0,0,0,1
8038252,440922,0,0,0,0,1
8029548,940360,0,0,0,0,1
8029356,940161,0,0,0,0,1
8095340,441300,0,0,0,0,0
8113068,440922,0,0,0,0,1
8455401,440910,0,0,0,0,1
7975913,441231,0,0,0,0,1
7986985,440929,0,0,0,0,1
7994921,440799,0,0,0,0,1
8003945,440922,0,0,0,0,1
8006313,441900,0,0,0,0,1
8002025,440922,0,0,0,0,1
8029545,940360,0,0,0,0,1
8029353,940161,0,0,0,0,1
8022249,442010,0,0,0,0,1
8052329,940350,0,0,0,0,1
8052201,442090,0,0,0,0,1
7929268,440929,0,0,0,0,1
7952372,441520,0,0,0,0,0
8003956,440922,0,0,0,0,1
8013492,940330,0,0,0,0,1
8038644,442199,0,0,0,0,1
8022260,442190,0,0,0,0,1
8029492,940340,0,0,0,0,1
8052340,940360,0,0,0,0,1
8062068,440922,0,0,0,0,1
8180724,440929,0,0,0,0,1
8104987,940340,0,0,0,0,1
7999003,442090,0,0,0,0,1
7975899,441231,0,0,0,0,1
7994203,440922,0,0,0,0,1
8029531,940360,0,0,0,0,1
8022235,441820,0,0,0,0,1
8135963,440929,0,0,0,0,1
8046363,442010,0,0,0,0,1
8052187,442090,0,0,0,0,1
8178907,440929,0,0,0,0,1
8245606,940350,0,0,0,0,1
8052326,940350,0,0,0,0,1
8052390,940390,0,0,0,0,0
8172006,440910,0,0,0,0,1
7979238,442190,0,0,0,0,1
8006310,441900,0,0,0,0,1
7975910,441231,0,0,0,0,1
7994918,440929,0,0,0,0,1
7998758,441234,0,0,0,0,1
8029542,940360,0,0,0,0,1
8029350,940161,0,0,0,0,1
8038502,440929,0,0,0,0,1
8022246,441820,0,0,0,0,1
8103910,440929,0,0,0,0,1
8081894,440929,0,0,0,0,1
8052198,442090,0,0,0,0,1
7944610,440799,0,0,0,0,1
7975906,441231,0,0,0,0,1
7980322,441879,0,0,0,0,1
7979234,442190,0,0,0,0,1
8029538,940360,0,0,0,0,1
8029346,940161,0,0,0,0,1
8022242,441820,0,0,0,0,1
8061474,440929,0,0,0,0,1
8198114,440799,0,0,0,0,1
8052232,940161,0,0,0,0,1
7952392,442190,0,0,0,0,1
8266888,440799,0,0,0,0,1
7929288,440929,0,0,0,0,1
7967176,441234,0,0,0,0,1
7978184,440929,0,0,0,0,1
8002312,441520,0,0,0,0,0
8029512,940360,0,0,0,0,1
8029384,940330,0,0,0,0,1
8022216,441820,0,0,0,0,1
8039048,440922,0,0,0,0,1
8143688,442010,0,0,0,0,1
7979232,442190,0,0,0,0,1
7944608,440929,0,0,0,0,1
7975904,441231,0,0,0,0,1
8003872,440799,0,0,0,0,1
8038560,441919,0,0,0,0,1
8029536,940360,0,0,0,0,1
8022240,441820,0,0,0,0,1
8068256,441300,0,0,0,0,0
8061472,440929,0,0,0,0,1
8052192,442090,0,0,0,0,1
8052233,940161,0,0,0,0,1
7952393,441520,0,0,0,0,0
7929289,440929,0,0,0,0,1
7978185,440929,0,0,0,0,1
7963849,940360,0,0,0,0,1
8002313,442199,0,0,0,0,1
8029513,940360,0,0,0,0,1
8029385,940330,0,0,0,0,1
8022217,441820,0,0,0,0,1
8039049,440922,0,0,0,0,1
8052361,940360,0,0,0,0,1
8251376,440799,0,0,0,0,1
7994928,440929,0,0,0,0,1
7986992,440929,0,0,0,0,1
7969968,440929,0,0,0,0,1
8003952,440922,0,0,0,0,1
8029552,940360,0,0,0,0,1
8029488,940340,0,0,0,0,1
8029360,940169,0,0,0,0,1
8038640,442199,0,0,0,0,1
8022256,442010,0,0,0,0,1
8084784,440929,0,0,0,0,1
8113072,440929,0,0,0,0,1
8062064,440929,0,0,0,0,1
8238860,441400,0,0,0,0,1
7978956,440929,0,0,0,0,1
7963852,940360,0,0,0,0,1
8002316,442199,0,0,0,0,1
7977484,441520,0,0,0,0,0
8005836,940350,0,0,0,0,1
7999180,940161,0,0,0,0,1
8029516,940360,0,0,0,0,1
8029388,940330,0,0,0,0,1
8022220,441820,0,0,0,0,1
8029324,442090,0,0,0,0,1
8052364,940360,0,0,0,0,1
8104990,940390,0,0,0,0,0
7979230,441520,0,0,0,0,0
7975902,441231,0,0,0,0,1
8010398,440799,0,0,0,0,1
8022238,441820,0,0,0,0,1
8029534,940360,0,0,0,0,1
8061470,440929,0,0,0,0,1
8052190,442090,0,0,0,0,1
8104991,940360,0,0,0,0,1
8087071,940330,0,0,0,0,1
7944607,440929,0,0,0,0,1
7979231,441520,0,0,0,0,0
7975903,441231,0,0,0,0,1
8038559,441919,0,0,0,0,1
8029535,940360,0,0,0,0,1
8022239,441820,0,0,0,0,1
8061471,440929,0,0,0,0,1
8052191,442090,0,0,0,0,1
8052327,940350,0,0,0,0,1
8172007,440910,0,0,0,0,1
8245607,940350,0,0,0,0,1
7979239,441520,0,0,0,0,0
8006311,441900,0,0,0,0,1
7971879,441300,0,0,0,0,0
7975911,441231,0,0,0,0,1
7986983,440929,0,0,0,0,1
7994919,440929,0,0,0,0,1
8003943,440922,0,0,0,0,1
7998759,441234,0,0,0,0,1
7988583,442090,0,0,0,0,1
8002023,440922,0,0,0,0,1
8029543,940360,0,0,0,0,1
8029351,940161,0,0,0,0,1
8084903,440729,0,0,0,0,1
8052199,442090,0,0,0,0,1
8100583,440799,0,0,0,0,1
8052325,940350,0,0,0,0,1
8245605,940350,0,0,0,0,1
7943909,440929,0,0,0,0,1
7975909,441231,0,0,0,0,1
7979237,442190,0,0,0,0,1
7998757,441234,0,0,0,0,1
7999077,940360,0,0,0,0,1
8029541,940360,0,0,0,0,1
8029349,940161,0,0,0,0,1
8022245,441820,0,0,0,0,1
8038501,440929,0,0,0,0,1
8052389,940390,0,0,0,0,0
8103909,440929,0,0,0,0,1
8060837,440929,0,0,0,0,1
7954403,442199,0,0,0,0,1
7943907,440929,0,0,0,0,1
7975907,441231,0,0,0,0,1
7979235,441520,0,0,0,0,0
8029539,940360,0,0,0,0,1
8029347,940161,0,0,0,0,1
8022243,441820,0,0,0,0,1
8084451,440729,0,0,0,0,1
8061475,440929,0,0,0,0,1
8052323,940340,0,0,0,0,1
8226360,442090,0,0,0,0,1
7929272,440929,0,0,0,0,1
7940344,440929,0,0,0,0,1
8003960,440922,0,0,0,0,1
7998904,442010,0,0,0,0,1
7999096,442010,0,0,0,0,1
8013496,940330,0,0,0,0,1
8022200,441300,0,0,0,0,0
8029496,940340,0,0,0,0,1
8107256,440929,0,0,0,0,1
8100728,440799,0,0,0,0,1
8004920,442199,0,0,0,0,1
7971310,441300,0,0,0,0,0
7969966,440929,0,0,0,0,1
7986990,440929,0,0,0,0,1
8003950,440922,0,0,0,0,1
8038638,442199,0,0,0,0,1
8029550,940360,0,0,0,0,1
8022254,442010,0,0,0,0,1
8062062,441234,0,0,0,0,1
8029358,940169,0,0,0,0,1
8113070,440929,0,0,0,0,1
8052234,940161,0,0,0,0,1
7994890,440929,0,0,0,0,1
7929290,440929,0,0,0,0,1
7978186,440929,0,0,0,0,1
7963850,940360,0,0,0,0,1
7972874,440929,0,0,0,0,1
8002314,442199,0,0,0,0,1
8029514,940360,0,0,0,0,1
8029386,940330,0,0,0,0,1
8022218,441820,0,0,0,0,1
8029322,442090,0,0,0,0,1
8084938,440799,0,0,0,0,1
8052362,940360,0,0,0,0,1
8251377,440799,0,0,0,0,1
7986993,440929,0,0,0,0,1
8003953,440922,0,0,0,0,1
8029489,940340,0,0,0,0,1
8038641,442199,0,0,0,0,1
8029361,940169,0,0,0,0,1
8113073,440929,0,0,0,0,1
8062065,440929,0,0,0,0,1
8052337,940360,0,0,0,0,1
8002323,442199,0,0,0,0,1
7979219,442190,0,0,0,0,1
7963859,940360,0,0,0,0,1
8000787,440722,0,0,0,0,1
7994259,440922,0,0,0,0,1
8005843,940340,0,0,0,0,1
8029523,940360,0,0,0,0,1
8022227,441820,0,0,0,0,1
8029395,940330,0,0,0,0,1
8060819,440799,0,0,0,0,1
8094227,441300,0,0,0,0,0
8052243,940190,0,0,0,0,1
8052333,940360,0,0,0,0,1
7986989,440929,0,0,0,0,1
7975917,441232,0,0,0,0,1
8003949,440922,0,0,0,0,1
8022253,442010,0,0,0,0,1
8029357,940169,0,0,0,0,1
8038637,442199,0,0,0,0,1
8029549,940360,0,0,0,0,1
8037997,441990,0,0,0,0,1
8113069,440929,0,0,0,0,1
7978957,440929,0,0,0,0,1
7963853,940360,0,0,0,0,1
7983885,442190,0,0,0,0,1
7977485,441520,0,0,0,0,0
8005837,940340,0,0,0,0,1
7999181,940360,0,0,0,0,1
8029517,940360,0,0,0,0,1
8029389,940330,0,0,0,0,1
8022221,441820,0,0,0,0,1
8060813,440799,0,0,0,0,1
8052365,940360,0,0,0,0,1
8082253,440729,0,0,0,0,1
8096269,440929,0,0,0,0,1
8097489,940390,0,0,0,0,0
8245649,940390,0,0,0,0,0
8002321,441520,0,0,0,0,0
7958609,440799,0,0,0,0,1
7979217,441520,0,0,0,0,0
7977489,442199,0,0,0,0,1
7963857,940360,0,0,0,0,1
8037905,440799,0,0,0,0,1
8029521,940360,0,0,0,0,1
8029585,940390,0,0,0,0,0
8022225,441820,0,0,0,0,1
8029393,940330,0,0,0,0,1
8081873,440799,0,0,0,0,1
8060817,440799,0,0,0,0,1
8245462,940161,0,0,0,0,1
7977494,441520,0,0,0,0,0
7998998,442010,0,0,0,0,1
7979222,441520,0,0,0,0,0
7975894,441231,0,0,0,0,1
7977366,440929,0,0,0,0,1
8029526,940360,0,0,0,0,1
8022230,441820,0,0,0,0,1
8029398,940330,0,0,0,0,1
8060822,440799,0,0,0,0,1
8061142,440729,0,0,0,0,1
8052246,940190,0,0,0,0,1
8046358,442010,0,0,0,0,1
7979229,442190,0,0,0,0,1
7975901,441231,0,0,0,0,1
8029533,940360,0,0,0,0,1
8022237,441820,0,0,0,0,1
8061469,440929,0,0,0,0,1
8093661,440929,0,0,0,0,1
8104989,940350,0,0,0,0,1
8052189,442090,0,0,0,0,1
8245630,940360,0,0,0,0,1
8013502,441820,0,0,0,0,1
7929278,440929,0,0,0,0,1
7944510,442190,0,0,0,0,1
7947134,442090,0,0,0,0,1
7952382,442190,0,0,0,0,1
7970814,440929,0,0,0,0,1
7980414,441400,0,0,0,0,1
7996158,440929,0,0,0,0,1
8022206,441400,0,0,0,0,1
8029502,940350,0,0,0,0,1
8029310,441810,0,0,0,0,1
8033662,440929,0,0,0,0,1
8056766,440929,0,0,0,0,1
8126270,940360,0,0,0,0,1
8104986,940161,0,0,0,0,1
7979226,442190,0,0,0,0,1
7999002,442090,0,0,0,0,1
7975898,441233,0,0,0,0,1
7963354,440929,0,0,0,0,1
7994202,440922,0,0,0,0,1
8029530,940360,0,0,0,0,1
8022234,441820,0,0,0,0,1
8046362,442010,0,0,0,0,1
8178906,440929,0,0,0,0,1
7952388,442190,0,0,0,0,1
8013508,940340,0,0,0,0,1
7929284,440929,0,0,0,0,1
7967172,441232,0,0,0,0,1
7992004,441234,0,0,0,0,1
8009732,440929,0,0,0,0,1
8006084,441900,0,0,0,0,1
8039044,440929,0,0,0,0,1
8029380,940330,0,0,0,0,1
8022212,441520,0,0,0,0,0
8029316,442090,0,0,0,0,1
8052228,940161,0,0,0,0,1
7999004,442090,0,0,0,0,1
7979228,441520,0,0,0,0,0
7975900,441231,0,0,0,0,1
7970780,440929,0,0,0,0,1
8029532,940360,0,0,0,0,1
8022236,441820,0,0,0,0,1
8046364,442010,0,0,0,0,1
8052188,442090,0,0,0,0,1
7952389,441520,0,0,0,0,0
7929285,440929,0,0,0,0,1
7967173,440890,0,0,0,0,1
8002309,441520,0,0,0,0,0
7992005,441234,0,0,0,0,1
8009733,440929,0,0,0,0,1
8006085,441900,0,0,0,0,1
8013509,940340,0,0,0,0,1
8029381,940330,0,0,0,0,1
8029509,940360,0,0,0,0,1
8022213,441520,0,0,0,0,0
8039045,440922,0,0,0,0,1
8029317,442090,0,0,0,0,1
8052229,940161,0,0,0,0,1
8245461,940161,0,0,0,0,1
8341909,440799,0,0,0,0,1
7954453,441400,0,0,0,0,1
7977493,441520,0,0,0,0,0
7998997,441400,0,0,0,0,1
7997077,442010,0,0,0,0,1
8029525,940360,0,0,0,0,1
8022229,441820,0,0,0,0,1
8029397,940330,0,0,0,0,1
8060821,440799,0,0,0,0,1
8052245,940190,0,0,0,0,1
8046357,442010,0,0,0,0,1
8251394,440929,0,0,0,0,1
7952386,442190,0,0,0,0,1
7929282,440929,0,0,0,0,1
7970818,440929,0,0,0,0,1
7980418,442199,0,0,0,0,1
8006082,441900,0,0,0,0,1
7998978,940360,0,0,0,0,1
8013506,940340,0,0,0,0,1
8029314,442090,0,0,0,0,1
8029506,940350,0,0,0,0,1
8039042,441234,0,0,0,0,1
8022210,441520,0,0,0,0,0
8033666,441879,0,0,0,0,1
8245460,940161,0,0,0,0,1
7977492,441520,0,0,0,0,0
7979220,442190,0,0,0,0,1
7963860,940360,0,0,0,0,1
8000788,440722,0,0,0,0,1
7995476,940360,0,0,0,0,1
8022228,441820,0,0,0,0,1
8029396,940330,0,0,0,0,1
8029524,940360,0,0,0,0,1
8060820,440799,0,0,0,0,1
8046356,442010,0,0,0,0,1
8052244,940190,0,0,0,0,1
8060884,441990,0,0,0,0,1
8245650,940390,0,0,0,0,0
8002322,442199,0,0,0,0,1
7958610,440799,0,0,0,0,1
7979218,441520,0,0,0,0,0
7963858,940360,0,0,0,0,1
7977490,442199,0,0,0,0,1
8029522,940360,0,0,0,0,1
8022226,441820,0,0,0,0,1
8029394,940330,0,0,0,0,1
8081874,440799,0,0,0,0,1
8060818,440799,0,0,0,0,1
8094226,441300,0,0,0,0,0
8097490,940390,0,0,0,0,0
8046354,441400,0,0,0,0,1
8052242,940190,0,0,0,0,1
8060882,441990,0,0,0,0,1
7991886,440929,0,0,0,0,1
8245390,440910,0,0,0,0,1
7977486,441520,0,0,0,0,0
8002318,441520,0,0,0,0,0
7963854,940360,0,0,0,0,1
7995342,440799,0,0,0,0,1
8005838,940360,0,0,0,0,1
8029518,940360,0,0,0,0,1
8029390,940330,0,0,0,0,1
8022222,441820,0,0,0,0,1
8074318,940360,0,0,0,0,1
8060814,440799,0,0,0,0,1
8052366,940360,0,0,0,0,1
8046350,441400,0,0,0,0,1
7935521,440799,0,0,0,0,1
7975905,441231,0,0,0,0,1
7980321,441879,0,0,0,0,1
7979233,442190,0,0,0,0,1
8010849,440799,0,0,0,0,1
8029537,940360,0,0,0,0,1
8022241,441820,0,0,0,0,1
8061473,440929,0,0,0,0,1
8198113,440799,0,0,0,0,1
8245464,940161,0,0,0,0,1
8262616,440910,0,0,0,0,1
7952024,940190,0,0,0,0,1
7944920,940340,0,0,0,0,1
7977496,442199,0,0,0,0,1
7999000,442010,0,0,0,0,1
7979224,441520,0,0,0,0,0
7975896,441233,0,0,0,0,1
7994200,441300,0,0,0,0,0
8029528,940360,0,0,0,0,1
8022232,441820,0,0,0,0,1
8029400,940330,0,0,0,0,1
8060824,440799,0,0,0,0,1
8037912,440929,0,0,0,0,1
8251392,440929,0,0,0,0,1
8013504,940330,0,0,0,0,1
7929280,440929,0,0,0,0,1
7947136,441900,0,0,0,0,1
7952384,441520,0,0,0,0,0
7970432,441300,0,0,0,0,0
7980416,940360,0,0,0,0,1
8029312,442090,0,0,0,0,1
8029504,940350,0,0,0,0,1
8022208,441520,0,0,0,0,0
8039040,441234,0,0,0,0,1
8056768,441879,0,0,0,0,1
7952390,441520,0,0,0,0,0
7929286,440929,0,0,0,0,1
7967174,440890,0,0,0,0,1
7978182,440929,0,0,0,0,1
8002310,441520,0,0,0,0,0
8009734,440929,0,0,0,0,1
8006086,441900,0,0,0,0,1
8029510,940360,0,0,0,0,1
8029382,940330,0,0,0,0,1
8022214,441520,0,0,0,0,0
8039046,440922,0,0,0,0,1
8052230,940161,0,0,0,0,1
8046351,441400,0,0,0,0,1
8245391,440910,0,0,0,0,1
8339087,440799,0,0,0,0,1
8002319,441520,0,0,0,0,0
7977487,442199,0,0,0,0,1
7963855,940360,0,0,0,0,1
7963087,441400,0,0,0,0,1
8005839,940340,0,0,0,0,1
8029519,940360,0,0,0,0,1
8029391,940330,0,0,0,0,1
8022223,441820,0,0,0,0,1
8052367,940360,0,0,0,0,1
8060815,440799,0,0,0,0,1
8052239,940161,0,0,0,0,1
7994923,440929,0,0,0,0,1
7935083,440799,0,0,0,0,1
7986987,440929,0,0,0,0,1
7975915,441232,0,0,0,0,1
7995115,440799,0,0,0,0,1
8003947,440922,0,0,0,0,1
8006315,441900,0,0,0,0,1
8037995,441990,0,0,0,0,1
8022251,442010,0,0,0,0,1
8029355,940161,0,0,0,0,1
8029547,940360,0,0,0,0,1
8245633,940360,0,0,0,0,1
8251393,440929,0,0,0,0,1
7952385,442190,0,0,0,0,1
7929281,440929,0,0,0,0,1
7947137,441900,0,0,0,0,1
7970817,440929,0,0,0,0,1
7980417,442090,0,0,0,0,1
8006081,441900,0,0,0,0,1
7998977,940161,0,0,0,0,1
8013505,441820,0,0,0,0,1
8029505,940350,0,0,0,0,1
8022209,441520,0,0,0,0,0
8033665,441860,0,0,0,0,1
8039041,441234,0,0,0,0,1
8029313,442090,0,0,0,0,1
8107393,440929,0,0,0,0,1
8245604,940350,0,0,0,0,1
7945764,441400,0,0,0,0,1
7943908,440929,0,0,0,0,1
7975908,441231,0,0,0,0,1
7979236,441520,0,0,0,0,0
7998756,441234,0,0,0,0,1
7999076,940161,0,0,0,0,1
8029540,940360,0,0,0,0,1
8029348,940161,0,0,0,0,1
8022244,441820,0,0,0,0,1
7978187,440929,0,0,0,0,1
7963851,940360,0,0,0,0,1
8002315,442199,0,0,0,0,1
7977483,441520,0,0,0,0,0
8029515,940360,0,0,0,0,1
8029387,940330,0,0,0,0,1
8022219,441820,0,0,0,0,1
8029323,442090,0,0,0,0,1
8052363,940360,0,0,0,0,1
8172008,440910,0,0,0,0,1
8455400,440910,0,0,0,0,1
7975912,441231,0,0,0,0,1
7986984,440929,0,0,0,0,1
7994920,440799,0,0,0,0,1
8003944,440922,0,0,0,0,1
8006312,441900,0,0,0,0,1
8002024,440922,0,0,0,0,1
8029544,940360,0,0,0,0,1
8029352,940161,0,0,0,0,1
8022248,442010,0,0,0,0,1
8052328,940350,0,0,0,0,1
8052200,442090,0,0,0,0,1
8100264,940390,0,0,0,0,0
7994927,440799,0,0,0,0,1
7973295,442010,0,0,0,0,1
7971311,441300,0,0,0,0,0
7969967,440929,0,0,0,0,1
7986991,440929,0,0,0,0,1
7980975,940340,0,0,0,0,1
8003951,440922,0,0,0,0,1
8029551,940360,0,0,0,0,1
8029359,940169,0,0,0,0,1
8038639,442199,0,0,0,0,1
8022255,442010,0,0,0,0,1
8062063,441234,0,0,0,0,1
8113071,440929,0,0,0,0,1
8245648,940390,0,0,0,0,0
8245392,440910,0,0,0,0,1
7978000,940190,0,0,0,0,1
8002320,441520,0,0,0,0,0
7945360,440929,0,0,0,0,1
7977488,442199,0,0,0,0,1
7963856,940360,0,0,0,0,1
8005840,940350,0,0,0,0,1
8005776,442090,0,0,0,0,1
7997072,442010,0,0,0,0,1
8029520,940360,0,0,0,0,1
8022224,441820,0,0,0,0,1
8029392,940330,0,0,0,0,1
8060816,440799,0,0,0,0,1
8037904,440799,0,0,0,0,1
8052240,940169,0,0,0,0,1
8081872,440799,0,0,0,0,1
8046352,441400,0,0,0,0,1
8052231,940161,0,0,0,0,1
7952391,442190,0,0,0,0,1
7929287,440929,0,0,0,0,1
7943303,440929,0,0,0,0,1
7967175,440890,0,0,0,0,1
7978183,440929,0,0,0,0,1
8002311,441520,0,0,0,0,0
8009735,440929,0,0,0,0,1
8006087,441900,0,0,0,0,1
8029511,940360,0,0,0,0,1
8029383,940330,0,0,0,0,1
8022215,441820,0,0,0,0,1
8039047,440922,0,0,0,0,1
8180803,442090,0,0,0,0,1
7952387,442190,0,0,0,0,1
7929347,440929,0,0,0,0,1
7929283,440929,0,0,0,0,1
7959427,940190,0,0,0,0,1
7970819,440929,0,0,0,0,1
7967171,441232,0,0,0,0,1
8009731,440799,0,0,0,0,1
8006083,441900,0,0,0,0,1
8013507,940340,0,0,0,0,1
8029507,940350,0,0,0,0,1
8029315,442090,0,0,0,0,1
8039043,440929,0,0,0,0,1
8022211,441520,0,0,0,0,0
7986994,440929,0,0,0,0,1
7994930,440799,0,0,0,0,1
8003954,440922,0,0,0,0,1
8029490,940340,0,0,0,0,1
8038642,442199,0,0,0,0,1
8022258,442010,0,0,0,0,1
8084786,440929,0,0,0,0,1
8062066,440929,0,0,0,0,1
8245463,940161,0,0,0,0,1
8262615,440910,0,0,0,0,1
7977495,441520,0,0,0,0,0
7998999,442010,0,0,0,0,1
7979223,441520,0,0,0,0,0
7975895,441231,0,0,0,0,1
7977367,440929,0,0,0,0,1
7994199,441300,0,0,0,0,0
8029527,940360,0,0,0,0,1
8022231,441820,0,0,0,0,1
8029399,940330,0,0,0,0,1
8060823,440799,0,0,0,0,1
8052247,940190,0,0,0,0,1
8061143,440729,0,0,0,0,1
8037911,440929,0,0,0,0,1
8013499,940330,0,0,0,0,1
7929275,440929,0,0,0,0,1
7947131,441400,0,0,0,0,1
7952379,441520,0,0,0,0,0
7996155,440929,0,0,0,0,1
8003963,440922,0,0,0,0,1
7998907,442090,0,0,0,0,1
7999099,442090,0,0,0,0,1
8029499,940350,0,0,0,0,1
8022203,441400,0,0,0,0,1
8056763,440929,0,0,0,0,1
7994922,440929,0,0,0,0,1
8245482,940330,0,0,0,0,1
8455402,440910,0,0,0,0,1
7975914,441231,0,0,0,0,1
7986986,440929,0,0,0,0,1
8003946,440922,0,0,0,0,1
8006314,441900,0,0,0,0,1
8022250,442010,0,0,0,0,1
8037994,441990,0,0,0,0,1
8029354,940161,0,0,0,0,1
8029546,940360,0,0,0,0,1
8104985,940161,0,0,0,0,1
8262617,440910,0,0,0,0,1
8245465,940161,0,0,0,0,1
8245593,940340,0,0,0,0,1
7977497,442199,0,0,0,0,1
7999001,442090,0,0,0,0,1
7979225,441520,0,0,0,0,0
7975897,441233,0,0,0,0,1
7994201,441300,0,0,0,0,0
7987929,442010,0,0,0,0,1
8029529,940360,0,0,0,0,1
8022233,441820,0,0,0,0,1
8029401,940330,0,0,0,0,1
8060825,440799,0,0,0,0,1
8037913,440929,0,0,0,0,1
8178905,440799,0,0,0,0,1
8081854,440799,0,0,0,0,1
8094078,440929,0,0,0,0,1
8095358,440799,0,0,0,0,1
8074238,940161,0,0,0,0,1
8192958,440929,0,0,0,0,1
8164414,440922,0,0,0,0,1
8206974,440922,0,0,0,0,1
8192382,440929,0,0,0,0,1
8193854,940360,0,0,0,0,1
8081855,440799,0,0,0,0,1
8095359,440799,0,0,0,0,1
8094079,440929,0,0,0,0,1
8074239,940161,0,0,0,0,1
8126271,940360,0,0,0,0,1
8134975,441294,0,0,0,0,1
8136639,440929,0,0,0,0,1
8192959,440929,0,0,0,0,1
8196991,441234,0,0,0,0,1
8164415,440922,0,0,0,0,1
8206975,440922,0,0,0,0,1
8192383,440929,0,0,0,0,1
8898687,940360,0,0,0,0,1
8082875,440929,0,0,0,0,1
8083451,440929,0,0,0,0,1
8119163,442010,0,0,0,0,1
8126267,940360,0,0,0,0,1
8203835,440929,0,0,0,0,1
8192955,440799,0,0,0,0,1
8192379,440929,0,0,0,0,1
8199611,440799,0,0,0,0,1
8164411,440922,0,0,0,0,1
8193851,940350,0,0,0,0,1
8083447,440929,0,0,0,0,1
8112951,440929,0,0,0,0,1
8082871,440929,0,0,0,0,1
8112887,940330,0,0,0,0,1
8119159,442010,0,0,0,0,1
8126263,940360,0,0,0,0,1
8203831,440799,0,0,0,0,1
8163511,440929,0,0,0,0,1
8192951,440799,0,0,0,0,1
8164407,440922,0,0,0,0,1
8193847,442010,0,0,0,0,1
8083448,440929,0,0,0,0,1
8082872,440929,0,0,0,0,1
8112888,940330,0,0,0,0,1
8119160,442010,0,0,0,0,1
8126264,940360,0,0,0,0,1
8203832,440929,0,0,0,0,1
